"","superkingdom","phylum","class","order","family","genus","species"
"b9876b4904ca39aa9d9fa38a3239ae68","Eukaryota",NA,NA,NA,NA,NA,NA
"c6837cda97f8d4ea74064684ea3ef7da","Eukaryota",NA,NA,NA,NA,NA,NA
"60f6f16703e9f88278d05d3f173e5a6e","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"b437a3a690ed216fb575c1c330bf00ae",NA,NA,NA,NA,NA,NA,NA
"5ea0e149fe3cec08647e30cbe0367ad8","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"ad3ab0b4d9af765a6a21279d350ef6aa",NA,NA,NA,NA,NA,NA,NA
"fe7c523c4860a22da7a06fab00a0647d","Eukaryota","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces","Phaeococcomyces sp."
"2265dab82585da11a7a26f6ab7d116f8","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"ef3a6c3678e450feb7b60d295e36a4fe","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"8b183d63f3630f6f476efd65acaa278b","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"2a90ffbd381973f7740bd043c4e62070","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"95b01c5f88a13624930f8d8ccf289ffe","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"20acd9118786acdf7e3287faec3978f5","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"99b3932dbb26cc789d2cf85de6790c35",NA,NA,NA,NA,NA,NA,NA
"abd74ec4bbf9d9386fcf3056d832dfd5","Eukaryota","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium magnum"
"85c28848ec60be60e38b9726950ed526","Eukaryota","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","Filobasidium magnum"
"db2c8036a681b186083f443190d4c2a3","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"8782aaef5f1b2b11d3895f694faf27e9","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"2d15ce48feac9555f7e51f92cd4b1ff2","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"707642cdc7fca7ba9f1fc75d3ca9295b","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"850f76e029f24aa0d7889205a871bc60","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"58ddbdbfaa447c56adc5ad32cad5c96d","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"d98ea8fdcc224f2fd922b667f8c16e43","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus neoformans"
"b80ee012a05346ac97275009e6b8f7b8","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
"b054abda3be399c34e63bcb8557c5c79","Eukaryota","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus",NA
